station_id,latitude,longitude
72.0,40.76727216,-73.99392888
79.0,40.71911552,-74.00666661
82.0,40.71117416,-74.00016545
83.0,40.68382604,-73.97632328
119.0,40.69608941,-73.97803415
120.0,40.68676793,-73.95928168
127.0,40.73172428,-74.00674436
128.0,40.72710258,-74.00297088
143.0,40.69239502,-73.99337909
144.0,40.69839895,-73.98068914
146.0,40.71625008,-74.0091059
150.0,40.7208736,-73.98085795
151.0,40.72210378668603,-73.99724900722505
152.0,40.71473993,-74.00910627
157.0,40.69089272,-73.99612349
161.0,40.72917025,-73.99810231
164.0,40.75323098,-73.97032517
167.0,40.7489006,-73.97604882
168.0,40.73971301,-73.99456405
173.0,40.76068327096592,-73.98452728986742
174.0,40.7381765,-73.97738662
195.0,40.70905623,-74.01043382
212.0,40.74334935,-74.00681753
216.0,40.70037867,-73.99548059
217.0,40.70277159,-73.99383605
223.0,40.73781509,-73.99994661
228.0,40.7546011026,-73.971878855
229.0,40.72743423,-73.99379025
232.0,40.69597683,-73.99014892
236.0,40.7284186,-73.98713956
237.0,40.73047309,-73.98672378
238.0,40.7361967,-74.00859207
239.0,40.69196566,-73.9813018
241.0,40.68981035,-73.97493121
242.0,40.697787,-73.973736
243.0,40.688226,-73.979382
244.0,40.69196035,-73.96536851
245.0,40.69327018,-73.97703874
247.0,40.73535398,-74.00483091
248.0,40.72185379,-74.00771779
249.0,40.71870987,-74.0090009
251.0,40.72317958,-73.99480012
252.0,40.73226398,-73.99852205
253.0,40.73543934,-73.99453948
254.0,40.73532427,-73.99800419
257.0,40.71939226,-74.00247214
258.0,40.68940747,-73.96885458
259.0,40.70122128,-74.01234218
260.0,40.70365182,-74.01167797
261.0,40.69474881,-73.98362464
262.0,40.6917823,-73.97372990000001
264.0,40.70706456,-74.00731853
265.0,40.72229346,-73.99147535
266.0,40.72368361,-73.97574813
267.0,40.75097711,-73.98765428
268.0,40.71910537,-73.99973337
270.0,40.69308257,-73.97178913
274.0,40.68691865,-73.976682
275.0,40.68650065,-73.96563307
276.0,40.71748752,-74.0104554
278.0,40.69766564,-73.98476437
279.0,40.707873,-74.00166999999999
280.0,40.73331967,-73.99510132
281.0,40.7643971,-73.97371465
282.0,40.7076449441757,-73.96841526031494
284.0,40.7390169121,-74.0026376103
285.0,40.73454567,-73.99074142
289.0,40.6845683,-73.95881081
291.0,40.713126,-73.984844
293.0,40.73020660529954,-73.99102628231049
295.0,40.71406667,-73.99293911
296.0,40.71413089,-73.99704679999999
297.0,40.734232,-73.986923
301.0,40.72217444,-73.98368779
302.0,40.72082834,-73.97793172
303.0,40.72362738,-73.99949601
304.0,40.70463334,-74.01361706
305.0,40.76095756,-73.96724467
306.0,40.70823502,-74.00530063
307.0,40.71427487,-73.98990025
308.0,40.71307916,-73.99851193
309.0,40.7149787,-74.013012
310.0,40.68926942,-73.98912867
311.0,40.7172274,-73.98802084
312.0,40.722055,-73.989111
313.0,40.69610226,-73.96751037
314.0,40.69383,-73.990539
315.0,40.70355377,-74.00670227
316.0,40.70955958,-74.00653609
317.0,40.72453734,-73.98185424
319.0,40.711066,-74.009447
320.0,40.717571,-74.005549
321.0,40.69991755,-73.98971773
322.0,40.696192,-73.991218
323.0,40.69236178,-73.98631746
324.0,40.689888,-73.981013
325.0,40.73624527,-73.98473765
326.0,40.72953837,-73.98426726
327.0,40.7153379,-74.01658354
328.0,40.72405549,-74.00965965
330.0,40.71450451,-74.00562789
331.0,40.71173107,-73.99193043
332.0,40.71219906,-73.97948148
334.0,40.74238787,-73.99726235
335.0,40.72903917,-73.99404649
336.0,40.73047747,-73.99906065
337.0,40.703799200000006,-74.00838676
339.0,40.72580614,-73.97422494
340.0,40.71269042,-73.98776323
341.0,40.71782143,-73.97628939
342.0,40.71739973,-73.98016555
343.0,40.69794,-73.96986848
344.0,40.6851443,-73.95380904
345.0,40.73649403,-73.99704374
346.0,40.73652889,-74.00618026
347.0,40.728846,-74.00859100000001
349.0,40.71850211,-73.98329859
350.0,40.71559509,-73.9870295
351.0,40.70530954,-74.00612572
353.0,40.68539567,-73.97431458
354.0,40.69363137,-73.96223558
355.0,40.71602118,-73.99974372
356.0,40.71622644,-73.98261206
357.0,40.73261787,-73.99158043
358.0,40.73291553,-74.00711384
359.0,40.75510267,-73.97498696
360.0,40.70717936,-74.00887308
361.0,40.71605866,-73.99190759
362.0,40.75172632,-73.98753523
363.0,40.70834698,-74.01713445
364.0,40.68900443,-73.96023854
365.0,40.68223166,-73.9614583
366.0,40.693261,-73.968896
368.0,40.73038599,-74.00214988
369.0,40.73224119,-74.00026394
372.0,40.694546087246025,-73.95801365375519
373.0,40.69331716,-73.95381995
376.0,40.70862144,-74.00722156
377.0,40.72243797,-74.00566443
379.0,40.749156,-73.9916
380.0,40.73401143,-74.00293877
382.0,40.73492695,-73.99200509
383.0,40.735238,-74.000271
385.0,40.75797322,-73.96603308
386.0,40.71494807,-74.00234482
387.0,40.71273266,-74.0046073
388.0,40.749717753,-74.002950346
389.0,40.71044554,-73.96525063
390.0,40.69221589,-73.9842844
391.0,40.69760127,-73.99344559
392.0,40.695065,-73.987167
393.0,40.72299208,-73.97995466
394.0,40.72521311,-73.97768752
396.0,40.680342423,-73.9557689392
397.0,40.68415748,-73.96922273
398.0,40.69165183,-73.99997859999999
399.0,40.68851534,-73.9647628
400.0,40.71926081,-73.98178024
401.0,40.72019576,-73.98997825
402.0,40.740343200000005,-73.98955109
403.0,40.72502876,-73.99069656
405.0,40.739323,-74.008119
406.0,40.69512845,-73.99595065
407.0,40.700469,-73.991454
408.0,40.71076228,-73.99400398
409.0,40.6906495,-73.95643107
410.0,40.72066442,-73.98517977
411.0,40.72228087,-73.97668709
412.0,40.715815500000005,-73.99422366
414.0,40.70281858,-73.98765762
415.0,40.7047177,-74.00926027
416.0,40.68753406,-73.97265183
417.0,40.71291224,-74.01020234
418.0,40.70224,-73.982578
419.0,40.69580705,-73.97355569
420.0,40.68764484,-73.96968902
421.0,40.69573398,-73.97129668
422.0,40.770513,-73.988038
423.0,40.76584941,-73.98690506
426.0,40.71754834,-74.01322069
427.0,40.701907,-74.013942
428.0,40.72467721,-73.98783413
430.0,40.7014851,-73.98656928
432.0,40.72621788,-73.98379855
433.0,40.72955361,-73.98057249
435.0,40.74173969,-73.99415556
436.0,40.68216564,-73.95399026
437.0,40.6809833854,-73.9500479759
438.0,40.72779126,-73.98564945
439.0,40.7262807,-73.98978041
440.0,40.75255434,-73.97282625
441.0,40.756014,-73.967416
442.0,40.746647,-73.993915
443.0,40.70853074,-73.96408963
445.0,40.72740794,-73.98142006
446.0,40.74487634,-73.99529885
447.0,40.76370739,-73.9851615
448.0,40.75660359,-73.9979009
449.0,40.76461837,-73.98789473
450.0,40.76227205,-73.98788205
453.0,40.74475148,-73.99915362
454.0,40.75455731,-73.96592976
455.0,40.75001986,-73.96905301
456.0,40.75971079999999,-73.97402311
457.0,40.76695317,-73.98169333
458.0,40.751396,-74.00522600000001
459.0,40.746745,-74.007756
460.0,40.71285887,-73.96590294
461.0,40.73587678,-73.98205027
462.0,40.74691959,-74.00451887
